state,Bias
Arizona,-0.03233041268989467
Georgia,1.1123401004223794
Michigan,-0.30804551898678767
Nevada,-1.5791370738364918
North Carolina,1.1156448336423637
Pennsylvania,-0.03260697380569866
Wisconsin,0.2889431440879804
Average RMSE,0.8582479199270866
